altura,granos
453,90
475,93
453,88
426,87
403,79
458,92
481,98
452,90
398,79
409,80
401,82
389,79
449,87
465,92
451,91
418,85
450,89
379,73
414,83
376,76
407,83
422,84
391,78
421,83
378,73
443,88
388,79
434,86
442,88
455,93
443,90
405,79
395,81
453,91
402,79
457,93
405,80
387,78
435,85
435,89
416,81
451,92
431,85
471,96
478,93
452,91
480,97
390,80
438,85
413,81
444,88
475,96
386,78
468,95
420,83
445,90
414,81
480,95
419,81
436,87
381,76
398,80
426,84
423,86
414,81
421,84
414,81
436,85
415,81
475,97
466,95
443,86
390,79
480,97
399,80
447,89
446,91
402,78
464,91
472,92
471,93
384,74
458,91
410,81
414,80
401,78
430,84
394,79
414,80
413,82
480,97
391,78
380,75
447,91
397,78
425,83
381,75
409,79
441,87
444,88
402,78
389,78
454,88
392,79
426,85
468,94
433,87
448,87
477,97
376,74
449,87
471,95
478,93
410,83
422,83
472,92
390,76
470,96
460,94
453,89
421,85
454,90
452,92
458,89
404,82
415,83
477,94
376,76
394,77
435,87
468,93
393,80
403,78
440,88
445,88
429,84
404,81
376,77
421,84
445,89
429,86
467,91
460,90
418,84
416,84
472,92
418,85
461,92
384,76
470,95
479,94
417,84
391,79
405,83
451,91
409,80
381,75
384,76
381,77
479,95
410,83
444,89
388,75
445,89
437,87
449,91
427,83
426,85
396,78
413,84
458,92
422,85
389,76
396,79
413,80
462,92
399,78
426,85
474,96
391,76
407,80
395,80
446,89
435,89
463,90
410,80
477,95
416,84
443,86
481,96
379,76
382,76
443,88
404,78
437,86
375,75
455,91
460,93
460,91
463,94
469,94
446,88
448,89
377,76
437,85
428,83
393,79
480,96
428,83
375,74
419,81
457,92
424,84
478,94
400,80
379,76
399,81
438,89
411,80
464,91
431,88
455,89
445,87
474,94
469,95
409,79
466,93
476,97
419,83
419,84
402,82
482,94
402,82
424,82
390,78
440,88
433,88
480,98
410,83
460,90
461,92
414,80
416,83
389,75
394,79
382,76
469,95
423,83
447,88
442,88
472,95
437,85
397,77
476,93
409,82
395,78
459,91
392,76
440,87
437,88
411,81
407,80
416,81
398,78
408,80
382,77
467,94
386,77
381,78
453,88
400,79
378,76
419,83
407,80
438,87
451,89
447,89
482,95
471,92
471,92
402,81
440,86
406,79
450,88
388,76
448,90
453,88
376,74
447,90
394,79
406,83
405,79
441,88
471,95
424,82
449,88
472,96
478,97
412,80
459,92
481,98
466,95
468,94
420,84
415,83
434,85
421,85
411,84
433,84
462,94
410,84
465,92
418,85
401,79
428,87
445,88
460,92
426,85
460,90
460,93
400,81
438,86
399,80
462,94
395,81
376,75
453,91
391,80
479,97
418,82
407,82
397,77
468,91
380,78
407,80
481,97
381,75
406,83
449,90
376,77
482,97
435,86
456,89
399,78
443,87
379,75
463,91
470,95
404,82
417,84
450,91
383,77
447,87
421,85
465,94
447,91
439,85
461,94
468,92
445,88
469,92
401,81
398,77
418,85
478,93
410,81
426,87
443,89
465,94
456,90
414,83
471,93
391,79
461,91
415,81
477,94
441,87
455,93
389,77
442,87
466,92
416,84
414,84
464,94
375,76
468,91
403,79
452,90
478,93
476,94
446,89
434,84
390,80
383,78
398,80
407,81
434,87
377,77
396,77
478,97
380,74
396,81
473,94
430,86
452,92
421,82
408,82
420,84
419,82
385,78
413,80
473,96
479,97
480,94
381,74
462,90
451,91
457,89
387,78
378,76
400,78
380,77
481,94
460,92
404,79
430,85
393,79
417,83
432,85
381,76
416,82
414,81
398,81
376,73
441,87
405,83
458,93
454,89
399,81
429,84
379,77
457,90
393,77
475,96
418,81
387,79
402,79
416,84
427,87
419,82
432,85
378,74
453,91
421,84
481,96
423,83
480,97
467,92
383,76
