altura,granos
753,151
627,127
661,132
565,113
736,145
644,129
718,143
648,131
674,132
621,124
752,150
763,153
655,132
756,152
696,140
654,132
681,138
688,135
655,131
638,127
617,125
725,144
756,152
563,110
761,151
612,120
774,154
668,131
671,132
652,130
736,147
710,141
704,141
770,154
713,142
621,123
655,129
671,132
698,141
634,124
679,134
728,145
633,128
656,130
667,134
565,111
645,128
578,117
773,155
661,133
663,131
605,123
759,149
615,122
764,150
714,140
733,145
775,155
686,135
708,139
562,112
758,152
617,124
604,122
565,114
671,136
637,127
681,136
745,148
585,117
717,142
607,122
662,130
621,122
644,126
723,143
667,132
732,145
574,116
732,148
659,131
775,154
597,118
770,153
695,141
717,142
755,151
729,143
716,142
634,124
582,117
620,125
776,157
573,116
725,144
626,127
742,146
691,137
759,152
681,134
709,142
773,154
769,154
702,140
705,143
663,131
687,137
723,146
730,148
556,112
776,153
658,132
767,151
580,115
567,112
743,148
627,124
629,123
743,148
658,130
721,143
580,118
722,144
762,152
769,154
654,131
772,156
767,154
699,139
679,137
575,113
657,130
716,145
732,146
636,127
685,139
727,143
703,142
668,134
735,148
685,139
746,151
594,120
637,127
765,153
649,129
649,129
714,144
757,152
637,128
734,145
764,151
703,140
661,130
644,130
599,119
768,151
734,146
644,127
642,126
734,144
769,151
631,125
777,153
767,155
623,123
587,118
630,127
773,154
595,119
664,130
702,142
659,133
693,138
737,147
763,151
591,117
610,120
671,135
736,148
571,112
731,147
662,134
562,113
771,153
575,116
573,115
612,124
673,132
702,142
629,126
717,143
694,139
666,133
670,133
752,151
558,111
646,129
557,112
766,155
689,137
566,113
698,141
688,136
570,113
708,142
753,150
741,150
643,126
580,117
732,145
720,144
622,124
568,113
606,120
576,117
776,155
621,124
677,133
702,139
580,114
747,149
587,115
682,138
755,152
770,156
730,144
652,130
734,146
700,142
723,143
699,137
745,150
732,146
570,112
765,154
775,156
742,149
566,112
635,127
690,138
647,129
654,130
718,143
584,117
605,119
614,123
598,117
629,125
686,137
587,117
644,127
679,135
666,134
738,147
560,114
686,138
685,136
742,150
650,132
637,128
759,149
582,117
705,139
752,148
685,135
642,130
711,140
565,113
725,147
733,148
776,156
615,122
630,126
611,120
588,115
701,140
614,121
582,116
664,131
672,135
641,128
765,151
609,121
774,153
