altura,granos
529,106
570,115
551,109
546,110
560,113
572,114
544,108
521,105
579,117
529,106
423,83
412,80
507,102
472,92
572,112
560,110
583,116
453,92
438,88
586,119
425,83
599,119
585,116
499,99
544,109
532,106
580,115
474,95
492,99
504,99
502,101
585,118
500,100
461,90
541,106
408,82
518,101
449,91
455,90
520,102
458,93
558,111
582,115
500,102
551,108
495,98
600,122
461,91
586,117
594,118
576,115
419,83
551,108
444,90
544,106
534,104
437,85
406,79
426,85
482,97
568,113
501,98
412,82
435,88
434,85
400,81
497,97
445,87
451,90
591,119
408,80
597,119
483,95
477,96
532,105
498,100
402,80
513,104
588,117
579,117
448,89
419,82
422,83
555,111
517,104
573,115
407,80
456,90
470,95
583,114
591,117
423,82
524,103
553,108
456,93
583,116
530,106
596,117
439,88
483,94
560,114
579,117
446,91
579,114
566,114
425,83
554,111
506,102
496,100
446,91
560,111
439,86
440,89
424,86
592,119
586,117
552,110
445,91
525,103
510,101
556,111
408,83
450,90
505,100
406,80
569,113
441,86
513,104
528,105
474,92
552,112
590,117
460,94
428,86
593,120
483,94
400,78
512,103
532,106
496,98
535,109
471,93
596,117
498,99
529,104
425,86
469,92
468,91
580,116
509,99
412,80
551,111
502,101
511,101
452,88
430,84
571,113
477,94
470,96
564,110
534,107
502,100
507,100
524,105
460,93
511,101
529,103
572,114
598,117
446,89
587,117
573,114
477,93
560,114
426,85
594,119
427,84
405,81
558,109
588,118
527,107
552,108
451,89
519,102
569,114
450,92
568,111
484,96
493,99
591,120
563,114
406,79
493,98
450,91
439,89
428,87
493,97
525,106
529,105
445,87
468,95
416,84
569,115
484,96
584,114
466,91
480,98
469,91
491,99
401,81
478,95
480,96
473,93
493,100
451,91
569,114
475,94
425,84
407,79
466,92
437,89
412,84
525,105
595,120
507,101
512,102
571,112
577,117
488,97
525,105
439,85
405,81
458,89
420,85
591,118
578,113
502,98
561,112
570,112
534,106
464,92
455,92
424,82
403,80
458,89
438,87
454,92
443,86
465,91
429,87
585,116
470,96
573,114
502,100
466,93
547,108
411,80
470,93
488,97
566,114
404,81
591,117
511,104
446,89
432,87
446,88
420,82
404,78
413,83
516,102
443,88
475,97
477,93
598,121
457,93
559,113
530,108
575,115
592,118
504,101
410,84
452,89
530,106
524,105
537,109
580,114
572,116
589,116
594,116
517,101
466,94
565,114
508,103
554,108
480,94
514,101
411,81
501,100
514,104
586,117
417,82
445,90
576,115
528,106
493,99
494,97
459,89
556,110
453,90
519,105
590,118
405,79
576,114
540,110
548,109
464,91
454,91
496,99
514,103
439,89
467,91
517,103
443,89
410,82
500,102
570,113
503,101
403,79
555,109
492,99
506,100
511,102
578,113
485,96
408,79
586,116
405,79
540,106
530,108
542,107
461,94
521,106
524,105
423,83
422,86
492,98
536,107
477,96
400,79
437,87
532,104
556,111
593,116
528,103
447,91
549,107
494,96
540,106
530,106
514,103
594,116
556,113
547,109
504,98
412,82
436,87
452,91
562,113
586,117
598,119
443,87
566,115
455,89
505,99
432,87
429,85
473,96
424,83
544,108
475,96
520,106
586,118
541,106
518,105
451,90
566,114
